0	-0	-0	0	-0	0	-0	-0	0	0	-0	-0	0	-0	0	-0	0	-0	0	-0	-0
0.125	6.406078876e-008	1.346295518e-006	2.511584342e-005	0.0003908627711	0.002759871372	0.005980925601	0.00825261165	0.01020735489	0.01201706766	0.01374678042	0.01542654564	0.01707217416	0.01869231911	0.02029130477	0.02186985762	0.02342343992	0.02493189934	0.02624536525	0.0002097890866	0.0004169253366
0.25	1.283192878e-007	2.695696352e-006	5.026767264e-005	0.0007819615365	0.005519690763	0.01195858696	0.01649505533	0.02039362952	0.02399770436	0.02743684993	0.030770659	0.03403023473	0.03723236944	0.04038521486	0.04348976744	0.04653659671	0.04948538702	0.05203906004	0.0004157863859	0.0008263064651
0.375	1.929737267e-007	4.051313127e-006	7.549149046e-005	0.001173531895	0.008279402398	0.01792971338	0.02471716425	0.03053777312	0.03590557309	0.04101371268	0.0459503271	0.0507608075	0.05546909702	0.06008622809	0.0646126084	0.06903326547	0.07328776081	0.07693715119	0.0006142683586	0.001220735121
0.5	2.582234706e-007	5.416268943e-006	0.0001008233682	0.001565809193	0.01103894671	0.02389102955	0.03290878538	0.04061880801	0.04770454106	0.05442132121	0.06088439482	0.0671520158	0.07325389365	0.07920263731	0.0849969113	0.09061537679	0.09597768605	0.1005110842	0.0008016470268	0.00159307306
0.625	3.242696327e-007	6.793706556e-006	0.0001262994969	0.001959028662	0.01379826034	0.0298392573	0.04105979201	0.050615873	0.05935878948	0.06760430795	0.07549299906	0.08309422904	0.09044180849	0.09754839654	0.1044096201	0.1109969471	0.1172106821	0.1223550612	0.0009745348465	0.001936581269
0.75	3.91315689e-007	8.186795602e-006	0.0001519562394	0.002353425561	0.01655727613	0.03577111744	0.0491600963	0.06050826671	0.07083292246	0.0805082142	0.08969799618	0.09848079651	0.1068927301	0.1149449325	0.1226287576	0.1299078696	0.1366643543	0.1420930283	0.001129805968	0.002245041975
0.875	4.595681085e-007	9.598739867e-006	0.0001778301813	0.002749235316	0.01931592316	0.0416833316	0.05719966186	0.07027549051	0.08209207476	0.09307971538	0.1034233805	0.1132087615	0.1224725295	0.1312228842	0.1394459653	0.1470974958	0.1540432909	0.1593851525	0.001264652773	0.002512871229
1	5.292369866e-007	1.103278464e-005	0.0002039581835	0.003146693657	0.02207412669	0.04757262405	0.06516851626	0.0798972912	0.09310201795	0.1052668418	0.1165956918	0.1271795511	0.137054155	0.1462237527	0.1546688877	0.1623379597	0.169083552	0.1739336753	0.001376636669	0.00273522005
1.125	6.00536691e-007	1.249222413e-005	0.0002303774339	0.003546036757	0.02483180823	0.05343572356	0.07305676344	0.08935370318	0.1038292648	0.1170191942	0.1291444087	0.1402996368	0.1505186693	0.1598014466	0.1681233748	0.1754272011	0.1815566811	0.1854880439	0.001463732219	0.002908062266
1.25	6.73686515e-007	1.398040902e-005	0.0002571255003	0.00394750137	0.02758888549	0.05926936522	0.08085459617	0.09862509007	0.1142411717	0.1282881523	0.1410023275	0.152481162	0.1627562213	0.1718237062	0.1796554767	0.1861916472	0.1912731786	0.1938492298	0.001524363809	0.00302826749
1.375	7.489113544e-007	1.55007541e-005	0.0002842403832	0.00435132497	0.03034527239	0.06507029233	0.08855230832	0.1076921858	0.1243060379	0.1390270771	0.152105923	0.1636425312	0.1736669441	0.1821733942	0.1891332076	0.1944885174	0.1980853843	0.1988731616	0.001557434183	0.00309365788
1.5	8.264423916e-007	1.705674607e-005	0.0003117605694	0.004757745884	0.03310087911	0.07083525824	0.09614030708	0.1165361347	0.133993203	0.1491915041	0.1623956892	0.1737089581	0.1831617713	0.1907496391	0.1964480588	0.2002077207	0.2018897255	0.2004732121	0.001562344342	0.003103047676
1.625	9.065178103e-007	1.865195151e-005	0.000339725086	0.005167003435	0.03585561204	0.07656102824	0.1036091251	0.1251385313	0.1432731407	0.1587393286	0.1718164601	0.1826129683	0.1911631661	0.1974688206	0.2015162446	0.2032733193	0.2026282956	0.1986216961	0.001539004432	0.00305626477
1.75	9.893835141e-007	2.029002496e-005	0.0003681735552	0.005579338075	0.03860937378	0.08224438136	0.1109494322	0.1334814589	0.1521175493	0.1676309807	0.180317706	0.1902948527	0.1976057567	0.2022653877	0.2042796645	0.2036445414	0.2002897398	0.1933503549	0.001487835422	0.002954153945
1.875	1.075293885e-006	2.197471727e-005	0.0003971462499	0.005994991523	0.04136206322	0.08788211234	0.1181520478	0.1415475269	0.1604994382	0.17582959	0.187853806	0.19670307	0.2024368724	0.2050925005	0.2047065722	0.2013163263	0.1949094338	0.1847498162	0.001409761555	0.002798561695
2	1.164512563e-006	2.370988413e-005	0.0004266841499	0.006414206903	0.04411357545	0.09347103339	0.1252079519	0.1493199078	0.1683932118	0.18330114	0.1943842943	0.2017945939	0.2056169762	0.2059224905	0.2027919443	0.1963193975	0.186568953	0.1729680413	0.001306193688	0.002592302906
2.125	1.25731324e-006	2.54994948e-005	0.000456828999	0.006837228881	0.04686380182	0.09900797613	0.132108297	0.1567823726	0.1757747475	0.1900146095	0.1998740784	0.2055352039	0.2071199907	0.2047471337	0.1985575416	0.188719861	0.1753948395	0.1582077832	0.001179003835	0.002339110006
2.25	1.353980085e-006	2.734763271e-005	0.0004876232128	0.007264301548	0.04961261447	0.1044897608	0.1388443755	0.1639192732	0.1826214124	0.1959420402	0.2042935633	0.2078996493	0.2069334461	0.2015776679	0.1920516003	0.1786182718	0.1615566287	0.1407230505	0.001030490973	0.002043564718
2.375	1.454808969e-006	2.925851195e-005	0.0005191100679	0.007695670528	0.05235988	0.109913227	0.1454076704	0.1707156228	0.1889121866	0.2010587124	0.2076188754	0.2088718873	0.2050586534	0.1964447566	0.1833483541	0.1661483752	0.1452643468	0.1208148021	0.0008633399995	0.001711016163
2.5	1.560108352e-006	3.123648669e-005	0.0005513337611	0.008131583113	0.05510545944	0.1152752361	0.1517898661	0.1771571279	0.1946277291	0.2053432501	0.2098319935	0.2084451948	0.2015106993	0.1893981964	0.1725471923	0.1514753411	0.1267653283	0.09882577261	0.0006805732344	0.001347484129
2.625	1.670200219e-006	3.328606105e-005	0.0005843394706	0.008572288395	0.0578492083	0.1205726725	0.1579828593	0.183230219	0.1997504382	0.2087777117	0.2109208485	0.2066222175	0.1963183279	0.180506438	0.1597715287	0.1347935806	0.1063404661	0.07513457619	0.0004854958063	0.0009595501671
2.75	1.785421063e-006	3.541189912e-005	0.0006181734171	0.009018037397	0.06059097656	0.1258024461	0.1639787698	0.1889220801	0.2042645069	0.2113476666	0.2108793918	0.2034149563	0.1895237116	0.1698559249	0.1451673959	0.1163241746	0.08429995039	0.05014919159	0.0002816359117	0.0005542384935
2.875	1.906122896e-006	3.76188355e-005	0.0006528829274	0.009469083207	0.06333060866	0.130961494	0.1697699509	0.1942206764	0.2081559729	0.2130422581	0.2097076308	0.1988446915	0.1811821114	0.1575502571	0.1289017799	0.09631194785	0.06097856172	0.0242999394	7.268102542e-005	0.0001388888478
3	2.032674314e-006	3.99118861e-005	0.0006885164985	0.009925681114	0.06606794357	0.1360467825	0.1753489994	0.1991147805	0.211412763	0.2138542507	0.2074116328	0.1929418443	0.1713614312	0.1437091861	0.1111607141	0.07502222669	0.03673058859	-0.001967927125	-0.0001375887857	-0.000278976395
3.125	2.165461611e-006	4.229625938e-005	0.0007251238637	0.01038808873	0.06880281474	0.141055309	0.1807087655	0.2035939971	0.2140247319	0.2137800627	0.2040034953	0.185745777	0.1601416674	0.1284674538	0.09214715513	0.05273732444	0.01192444761	-0.02820189023	-0.0003453692389	-0.0006917884485
3.25	2.304889956e-006	4.477736797e-005	0.00076275606	0.01085656615	0.07153505014	0.145984104	0.1858423628	0.2076487858	0.2159836952	0.2128197839	0.1995012851	0.1773045331	0.1476142612	0.1119734827	0.07207866368	0.02975279999	-0.0130629126	-0.05394996278	-0.0005469006649	-0.001092069211
