0	-0	0	0	0	-0	-0	-0	-0	0	0	-0	-0	0	-0	0	0	-0	-0	0	0
0.125	0.0004270277663	0.002031897344	0.003782558187	0.005262224263	0.002712807911	0.004429972363	0.003001161423	0.001966140371	0.001504493147	0.001304435901	0.001274635754	0.001432518027	0.001945705155	0.003402579294	0.005402445091	0.004047514537	0.002642517046	0.002415938165	0.003138364459	0.005392967251
0.25	0.0008541016946	0.004063612879	0.007563849238	0.01052079073	0.005422540229	0.008854880122	0.005998835678	0.003929930551	0.003007116668	0.002607171424	0.002547515705	0.002862938846	0.003888371954	0.006799495936	0.01079542669	0.008087573284	0.005279831241	0.004826764657	0.006269596736	0.01077287697
0.375	0.001281267915	0.006094964637	0.01134260612	0.01577204369	0.008126124617	0.01326966408	0.00898953939	0.00588902299	0.00450600313	0.003906508298	0.003816886363	0.004289168196	0.005824966617	0.01018509641	0.0161694974	0.01211273383	0.007906749751	0.007227378414	0.009386580586	0.01612670277
0.5	0.001708572531	0.008125770508	0.01511756231	0.02101233207	0.01082049547	0.01766927624	0.01196979703	0.007841075583	0.005999289615	0.005200752566	0.005080998959	0.00570911783	0.007752464682	0.01355374573	0.02151524251	0.01611558088	0.01051809998	0.009612699773	0.01248223188	0.02144148097
0.625	0.002136061625	0.01015584826	0.01888745227	0.02623801196	0.01350259741	0.02204868557	0.01493614495	0.009783754475	0.007485120039	0.006488216803	0.006338111861	0.007120708573	0.009667855724	0.01689983684	0.02682329646	0.02008873988	0.01310873978	0.01197768122	0.01554951469	0.02670434196
0.75	0.00256378126	0.01218501554	0.02265101178	0.03144544918	0.01616938873	0.02640288377	0.0178851354	0.01171473685	0.008961647453	0.007767222309	0.007586492969	0.008521873365	0.01156814806	0.02021779994	0.03208435925	0.02402489063	0.01567356753	0.01431731809	0.01858145733	0.03190254142
0.875	0.002991777491	0.01421308992	0.02640697847	0.03663102175	0.01881784485	0.03072689096	0.02081334056	0.0136317137	0.01042703635	0.009036101304	0.008824422108	0.009910560293	0.01345037343	0.02350211177	0.03728921278	0.02791678077	0.01820753222	0.01662665911	0.02157116813	0.0370234911
1	0.003420096364	0.01623988889	0.03015409217	0.04179112247	0.02144496176	0.03501576145	0.02371735651	0.01553239261	0.01187946492	0.0102931991	0.01005019339	0.01128473559	0.01531159162	0.02674730478	0.04242873694	0.03175723915	0.02070564342	0.01890081696	0.02451185118	0.04205478939
1.125	0.003848783922	0.01826522986	0.03389109535	0.04692216141	0.02404775941	0.03926458933	0.0265938072	0.01741450048	0.01331712737	0.01153687625	0.01126211759	0.01264238663	0.01714889507	0.02994797625	0.04749392565	0.03553918902	0.02316298106	0.02113497854	0.02739682171	0.04698425135
1.25	0.004277886212	0.02028893023	0.03761673355	0.05202056839	0.02662328513	0.04346851413	0.02943934834	0.01927578625	0.01473823611	0.01276551072	0.01245852442	0.01398152486	0.01895941341	0.03309879731	0.05247590262	0.03925566113	0.02557470514	0.02332441521	0.03021952138	0.05179993818
1.375	0.00470744929	0.02231080734	0.04132975581	0.0570827955	0.02916861693	0.04762272637	0.03225067136	0.0211140236	0.01614102401	0.01397749997	0.01363776491	0.0153001887	0.02074031795	0.03619452177	0.05736593691	0.04289980652	0.02793606531	0.02546449277	0.03297353308	0.05649018618
1.5	0.005137519223	0.02433067855	0.04502891508	0.06210531955	0.03168086686	0.05172247304	0.03502450719	0.02292701359	0.0175237466	0.01517126306	0.01479821361	0.01659644648	0.0224888261	0.03922999492	0.06215545828	0.04646490917	0.03024241016	0.02755068129	0.03565259564	0.06104363501
1.625	0.005568142096	0.02634836121	0.04871296864	0.06708464452	0.03415718425	0.05576306311	0.03775763011	0.02471258735	0.01888468423	0.01634524271	0.01593827089	0.01786839919	0.02420220572	0.04220016204	0.06683607215	0.0499443984	0.03248919644	0.02957856471	0.03825061799	0.06544925521
1.75	0.005999364017	0.0283636727	0.05238067851	0.07201730404	0.036594759	0.05973987281	0.04044686147	0.02646860862	0.02022214422	0.01749790734	0.01705636509	0.01911418333	0.0258777794	0.04510007692	0.07139957438	0.05333186098	0.034671998	0.03154385019	0.04076169304	0.06969637493
1.875	0.00643123112	0.03037643042	0.05603081189	0.07689986373	0.03899082472	0.06364835101	0.04308907342	0.02819297631	0.02153446294	0.01862775306	0.01815095475	0.0203319736	0.02751292864	0.04792490999	0.07583796562	0.05662105292	0.0367865145	0.03344237718	0.04318011112	0.0737747058
2	0.006863789574	0.03238645187	0.05966214156	0.08172892369	0.0413426619	0.06748402439	0.04568119256	0.02988362707	0.02282000794	0.01973330566	0.01922053067	0.02151998561	0.02910509794	0.05066995648	0.08014346539	0.05980591105	0.03882857991	0.03527012624	0.04550037298	0.07767436785
2.125	0.007297085583	0.03439355457	0.06327344629	0.08650112078	0.04364760101	0.07124250257	0.04822020346	0.03153853771	0.0240771799	0.02081312249	0.02026361806	0.02267647845	0.0306517988	0.05333064419	0.08430852568	0.06288056416	0.04079417072	0.0370232276	0.0477172023	0.08138591348
2.25	0.007731165242	0.03639755547	0.06686350996	0.09121312926	0.04590302461	0.07491948169	0.05070315125	0.03315572697	0.02530441422	0.02186579395	0.0212787781	0.02379975685	0.032150613	0.05590254002	0.08832584247	0.06583934255	0.042679413	0.03869796853	0.04982555668	0.08490034866
2.375	0.008166074677	0.0383982715	0.07043112314	0.09586166464	0.04810637113	0.07851075064	0.05312714591	0.03473325853	0.02650018334	0.02288994571	0.02226461037	0.024888174	0.03359919692	0.05838135839	0.09218837014	0.06867678967	0.04448059085	0.04029080195	0.05182064006	0.08820915631
