0	0	0	-0	-0	0	0	-0	-0	-0	-0	0	0	-0	-0	0	0	0	-0	0	-0	0	-0	-0	0	0	0	0	-0	0	-0
0.5	1.086924793e-017	-2.799802726e-016	4.471961446e-016	-2.043998492e-017	7.791964281e-016	6.363746474e-017	3.17267686e-016	2.628704891e-016	-5.655228277e-017	8.755457835e-017	3.066208123e-018	4.228873854e-016	-1.799267409e-016	-1.0350786e-016	2.630565292e-016	8.19281902e-018	1.870078795e-016	-2.035907339e-016	1.448872798e-016	-1.973188453e-016	-4.328758729e-018	3.929118763e-016	3.479963364e-016	5.120632525e-016	-6.056099778e-017	3.793474172e-017	-5.019345387e-016	4.606411313e-016	-2.33200945e-016	9.233442679e-017
1	6.811416325e-018	-3.30688773e-016	5.974387504e-016	4.937960587e-017	9.390366194e-016	1.231256616e-016	6.557408446e-016	3.557491496e-016	-3.281770083e-017	5.219707967e-016	2.094748739e-017	1.072175277e-015	1.044550666e-016	1.633254078e-016	5.74289929e-016	-2.848280273e-018	1.852163775e-016	-3.330753383e-016	3.765909801e-016	-5.321146996e-017	8.085930061e-018	2.962464751e-016	9.170234401e-016	1.087573149e-015	-3.504197605e-016	3.35647481e-017	-7.472453605e-016	5.168075279e-016	-9.960610211e-017	-4.048071695e-016
1.5	3.415965718e-017	-6.351351769e-016	1.132141003e-015	4.644366918e-017	8.839323737e-016	1.537971184e-016	6.056588065e-016	-5.888540966e-017	1.649266715e-016	7.30730964e-016	5.114249931e-017	1.108325297e-015	9.013087039e-017	6.420750411e-016	2.227839107e-016	-4.080558921e-018	7.013807333e-017	-3.967186291e-016	6.02222672e-016	1.436778915e-016	-3.679645452e-018	1.088637231e-016	1.420605731e-015	1.732375967e-015	-3.612392235e-016	3.892276974e-017	-1.032571259e-015	7.334629064e-016	-1.845192028e-016	-3.117112977e-016
2	8.142203223e-017	-7.860756073e-016	1.187770046e-015	-1.449530378e-016	1.00695098e-015	1.827604456e-016	6.022501371e-016	1.795479329e-016	-2.763324061e-016	8.423275044e-016	3.438372015e-017	1.202349882e-015	8.368762468e-017	7.375810116e-016	2.873823652e-016	-1.337754849e-017	5.015387265e-016	-6.144836348e-018	1.055878037e-015	-3.372379501e-016	8.148868958e-020	4.374241265e-016	1.730353066e-015	1.991107108e-015	-3.53883383e-016	2.1649829e-017	-9.007198845e-016	9.429076532e-016	-4.772690881e-016	-4.280574534e-016
2.5	5.7611353e-017	-4.932194774e-016	1.099125078e-015	-8.956822741e-018	1.241922674e-015	2.158345149e-016	6.525412013e-016	1.297219384e-016	-3.446676921e-016	6.978462678e-016	2.062110691e-017	9.198027705e-016	3.785138081e-016	1.156329925e-016	2.304983335e-016	-1.082347945e-017	6.69421092e-016	-8.824691906e-017	1.110072501e-015	-3.325186368e-016	3.891866141e-018	2.354996286e-016	2.206862833e-015	2.10622602e-015	3.422733397e-016	1.547721793e-017	-7.275425801e-016	9.41741444e-016	-6.334328478e-016	-6.022525139e-016
3	1.012968329e-016	-3.461497352e-016	1.081911744e-015	1.245676037e-016	7.36296111e-016	2.282015569e-016	8.097016535e-016	1.888209837e-016	1.350499051e-016	9.043155626e-016	-1.659169548e-018	1.448594775e-015	6.13221621e-016	4.205472952e-016	3.928287232e-016	-3.047522588e-017	1.176282806e-015	4.207400085e-017	1.618305928e-015	-5.193858931e-016	2.579601219e-017	3.840305014e-016	1.935029476e-015	1.885630441e-015	2.69185341e-016	2.504014394e-017	-8.748696688e-016	9.524242811e-016	-6.505403663e-016	-2.739468958e-016
3.5	8.531934064e-017	7.414594795e-017	7.537036513e-016	2.369241806e-016	9.428977345e-016	2.240325406e-016	7.849146239e-016	4.349819606e-016	3.367791647e-016	1.029403231e-015	-2.153735653e-017	1.591867497e-015	7.586565114e-016	4.766508209e-016	4.087675468e-016	-1.636049278e-017	1.304608824e-015	7.027127451e-016	1.721734568e-015	-3.610262554e-016	3.452593098e-017	1.597014401e-016	1.92396783e-015	2.03380569e-015	4.949855551e-016	3.621484857e-018	-7.074865902e-016	1.13847876e-015	-4.76195712e-016	-3.150449955e-016
4	7.681305113e-017	3.481345831e-016	4.123003135e-016	6.134060618e-016	7.377446713e-016	1.81670984e-016	7.82217173e-016	4.786947394e-016	6.646928772e-016	1.063370935e-015	-3.614855287e-017	1.705632763e-015	4.834106195e-016	4.893445796e-016	4.963488744e-016	-1.618143895e-017	2.276002211e-015	1.086774396e-015	1.752589227e-015	-2.30451062e-016	3.475455911e-017	2.667983061e-016	2.057176574e-015	2.350726273e-015	-1.120544997e-016	2.135230589e-017	-1.869305822e-016	9.806585946e-016	-3.318264058e-016	2.349292758e-016
4.5	-1.819654807e-018	6.512020321e-016	1.744307187e-016	5.77186994e-016	6.79700341e-016	1.385636853e-016	9.472185227e-016	1.4231943e-016	5.426580415e-016	7.679791225e-016	-6.292252593e-017	1.506897989e-015	7.622117143e-016	5.924508908e-016	9.183751196e-016	-2.707591224e-017	2.365767713e-015	1.774449241e-015	1.659339451e-015	1.846500105e-016	1.708611595e-017	2.422166763e-016	1.90240586e-015	2.356564788e-015	1.200359566e-016	2.558411134e-017	1.397624935e-016	9.7457166e-016	2.742285567e-016	1.749944389e-016
5	7.658215276e-019	6.533499553e-016	2.590539087e-016	3.478508097e-016	1.889465983e-016	1.328435474e-016	9.102439065e-016	-3.513825609e-017	5.817846061e-016	9.536899375e-016	-7.67627636e-017	1.752296368e-015	4.827252539e-016	3.207820055e-016	8.883691035e-016	-4.797061819e-017	2.526991138e-015	1.851412699e-015	1.706046814e-015	1.10954902e-016	1.75950345e-017	5.10376845e-016	1.926414775e-015	1.901390292e-015	-2.475173642e-016	2.791649234e-017	4.706456845e-016	7.44728613e-016	3.865463206e-016	8.148738057e-016
