0	0	0	-0	-0	-0	0	-0	0	0	-0	0	-0	0	-0	0	0	-0	0	-0	0	0	-0	-0	0	-0	0	-0	-0	0	0
0.5	3.07606245e-017	-4.014487075e-017	-7.528840302e-017	-4.418288662e-017	1.714702778e-016	-9.513971405e-018	-8.397643049e-018	-1.732105872e-016	3.267793852e-016	-2.507036845e-016	1.02339182e-018	5.943373047e-017	-2.580586479e-016	1.102710655e-016	3.078857305e-016	-1.3836236e-017	2.221759802e-016	-2.073646855e-016	-1.411339571e-016	2.211499235e-016	-4.051963656e-018	3.160106738e-016	1.003623599e-017	-2.621222825e-017	3.171380108e-017	-4.133363126e-018	-2.183816488e-016	5.151898258e-017	1.520493342e-016	1.76048858e-016
1	1.978785552e-017	6.167097668e-016	1.501835188e-016	3.689889565e-016	1.936583358e-016	-2.599027146e-017	-2.14706143e-016	-2.288277969e-017	4.722907345e-017	9.558132565e-017	2.337771281e-017	-7.592425503e-017	-1.901157272e-016	4.445424859e-016	4.308669238e-016	-1.349599402e-017	1.861023941e-016	-2.826989363e-016	-3.2980958e-016	1.090464433e-016	-6.806591273e-020	4.93319354e-016	-2.006259151e-016	1.516467954e-016	-3.746972134e-017	-9.966471231e-019	-9.480870327e-017	3.116647481e-016	5.204234168e-016	7.826035863e-017
1.5	2.529892368e-017	9.146701789e-016	5.062898683e-016	4.304485892e-016	2.697507997e-016	-4.158125264e-017	7.250438969e-017	-1.171779007e-017	-6.83748705e-017	6.777746829e-016	3.465186909e-017	3.682723611e-016	3.72469782e-016	6.646558432e-016	7.422085946e-016	-1.160491496e-017	4.581567265e-016	-1.202962019e-016	2.700457494e-017	-1.213871242e-016	-2.684237887e-018	5.475799448e-016	-3.696310183e-016	3.57215447e-016	2.298688875e-016	-7.992665023e-018	-3.26449337e-016	2.615525582e-016	4.001535038e-016	8.303321228e-017
2	4.614495535e-017	5.272022825e-016	6.47897944e-016	5.198370391e-016	4.037940057e-016	-3.615542994e-017	4.756958774e-016	-2.533624468e-018	-5.06464829e-016	8.70739746e-016	4.910421432e-017	8.064433978e-016	3.078525866e-016	7.366829396e-016	4.551268876e-016	-1.145528451e-017	5.350974019e-016	9.770573121e-017	3.500257015e-016	2.360057419e-016	-1.730259134e-017	4.460132119e-016	-4.359704097e-017	2.770919174e-016	3.382451396e-016	-1.172798179e-017	6.377851978e-017	5.266276977e-016	5.544788325e-016	3.067125343e-016
2.5	8.05544571e-017	3.663165991e-016	3.712992531e-016	3.111010908e-016	6.716243822e-016	-3.400765351e-017	3.653933029e-016	-5.788243066e-017	-1.71801021e-016	5.756384477e-016	5.789964461e-017	5.490899449e-016	5.663796511e-016	5.085013015e-016	4.147589344e-016	3.132842502e-018	6.248348203e-016	8.741343309e-017	5.686093426e-016	3.033124063e-016	-1.748716392e-017	2.443927516e-016	4.942384586e-016	2.353526776e-016	3.795688106e-016	-4.454766371e-018	2.573132763e-016	1.516597083e-016	6.197325678e-016	6.146472897e-017
3	6.953090981e-017	3.698504594e-016	1.633430368e-016	5.474003493e-016	8.231336664e-016	-2.799753884e-017	3.832990714e-016	2.450448774e-016	-5.900399736e-017	1.086080372e-015	8.560263954e-017	6.547225228e-016	3.96143039e-016	1.149294628e-015	6.424269602e-016	-2.389432567e-018	9.435847308e-016	2.242263032e-016	6.159627023e-016	4.708794006e-016	-2.487845898e-017	3.742348878e-016	3.873447729e-016	6.608194641e-016	4.462490436e-016	3.555991028e-018	2.496560497e-016	2.949956406e-016	7.484150473e-016	1.568128838e-016
3.5	7.775648121e-017	7.185786081e-016	5.200298514e-017	6.489800645e-016	1.069071658e-015	-5.702791131e-017	2.578010525e-016	9.609804747e-017	-1.226461324e-017	8.82829497e-016	6.999372693e-017	9.409727357e-016	2.220388255e-016	1.027153879e-015	9.90199905e-016	6.669076137e-018	1.247062265e-015	2.289012594e-016	8.199548127e-016	1.258078218e-016	-4.220983413e-017	5.201122904e-016	2.588150719e-016	4.878330992e-016	5.207043522e-016	-1.142460184e-017	-2.729236082e-016	2.077670552e-016	7.541680963e-016	2.966590587e-016
4	7.902153524e-017	5.85315859e-016	-8.158432337e-018	6.770698127e-016	8.337348885e-016	-6.162855936e-017	3.686156532e-016	4.841235145e-016	2.65067467e-016	9.138952906e-016	8.49575347e-017	1.083428742e-015	2.746712032e-016	7.723264042e-016	5.07520987e-016	7.096112438e-019	8.058696834e-016	1.441969622e-016	1.053165025e-015	6.522211896e-016	-4.403249226e-017	6.806071011e-016	4.682040499e-016	7.474492247e-016	9.147632724e-016	-1.723872e-017	-3.022270173e-016	5.077272466e-016	6.323179563e-016	5.077846981e-016
4.5	7.253350736e-017	1.160181524e-015	3.830267002e-016	7.599518425e-016	6.73485737e-016	-7.970127872e-017	1.457359597e-016	2.207278137e-016	1.875360905e-016	1.236522325e-015	1.062490397e-016	6.322219347e-016	2.798987519e-016	2.86095536e-016	1.058421615e-017	3.536130192e-019	8.60601848e-016	1.734157964e-016	1.176028817e-015	1.720946424e-016	-5.804422127e-017	1.98844911e-016	7.575548567e-016	8.821498221e-016	6.657677275e-016	-1.821238655e-017	8.008481359e-018	3.680967081e-016	7.991791627e-016	2.29464303e-016
5	6.72532461e-017	7.388219795e-016	2.842038357e-016	5.866080501e-016	9.126938527e-016	-6.186947449e-017	3.123092553e-016	1.738190484e-016	3.864620056e-016	9.71789133e-016	1.087459853e-016	7.217527412e-016	1.649832685e-016	7.17262099e-016	4.783499192e-016	1.633511735e-017	9.829544391e-016	-1.535004767e-016	8.919610254e-016	6.267977742e-016	-5.393788729e-017	4.78895141e-016	8.293320462e-016	1.315259934e-015	9.991862028e-016	1.063144322e-017	-5.285458358e-017	2.453717813e-016	9.202379613e-016	7.546061108e-016
5.5	8.206910692e-017	1.075931769e-015	3.425770353e-016	4.239209991e-016	1.149862354e-015	-6.870508982e-017	2.959251366e-016	-4.584812316e-017	2.827926086e-016	1.179061918e-015	1.062076497e-016	1.069302955e-015	4.879329212e-016	6.171159379e-016	4.709156279e-016	5.455716915e-019	1.040477604e-015	-3.221331319e-016	1.100675345e-015	6.966038665e-016	-6.898763864e-017	4.369454698e-016	9.490319586e-016	1.381726131e-015	1.130803491e-015	-1.770606639e-018	-1.384792644e-016	1.61044401e-016	1.088159254e-015	6.842968698e-016
6	8.030011713e-017	1.173862306e-015	6.464862066e-016	2.85696704e-016	1.276630401e-015	-6.123280937e-017	5.560464058e-016	1.762545708e-016	4.556020673e-016	1.151053865e-015	1.149231822e-016	1.17920268e-015	4.962252246e-016	6.743768788e-016	3.035554772e-016	-1.376983279e-017	8.795050311e-016	-4.77907594e-016	1.272438226e-015	9.493781598e-016	-5.334002793e-017	5.068456866e-016	1.026361239e-015	1.018935189e-015	6.508137605e-016	-9.071624267e-018	2.898675948e-016	8.885626204e-017	9.954615601e-016	6.605849867e-016
6.5	9.41472519e-017	1.498452162e-015	9.987697922e-016	4.378148461e-016	1.084628282e-015	-6.675268795e-017	1.365421817e-016	-6.566095673e-017	6.391832679e-016	1.305934734e-015	1.169741338e-016	1.238470265e-015	3.372073127e-016	4.411366635e-016	1.723428875e-016	-1.46680736e-017	7.864411997e-016	-3.397466731e-017	1.507951632e-015	1.019299274e-015	-7.966265536e-017	1.840419086e-016	7.92517614e-016	1.192916934e-015	7.000022938e-016	-1.94212932e-017	4.883109092e-017	-1.415339831e-016	8.699745691e-016	8.367599776e-016
7	7.255908578e-017	1.26818237e-015	1.164140472e-015	3.218530773e-016	1.186401681e-015	-6.301650257e-017	6.398893439e-017	-2.20240277e-016	8.638077224e-016	1.360522916e-015	1.072879176e-016	1.485570548e-015	5.394640148e-016	7.271758472e-016	1.749661404e-016	1.041955295e-017	7.226089654e-016	-1.111575202e-016	1.053797199e-015	9.721191285e-016	-7.743014292e-017	-2.571208853e-017	1.311254566e-015	1.053349919e-015	3.356934794e-016	-1.259709973e-017	4.516858973e-016	-3.458775875e-016	1.021301912e-015	6.111604453e-016
7.5	8.584613512e-017	1.197559689e-015	1.086437946e-015	3.440110918e-016	1.142408281e-015	-1.015244573e-016	-3.610581897e-016	-4.624809007e-016	8.414578864e-016	1.434286253e-015	9.800967103e-017	1.838843868e-015	1.043372095e-015	5.012761386e-016	3.304662636e-017	2.200990171e-017	1.004604411e-015	-4.284928445e-016	1.452851698e-015	1.078727491e-015	-7.706000091e-017	-4.634907859e-017	1.544165265e-015	1.099961122e-015	4.88559206e-016	-2.533227714e-017	1.62635229e-016	-4.008523818e-016	8.629195657e-016	5.05384118e-016
8	6.865427128e-017	1.706440267e-015	1.403026287e-015	2.47723998e-016	1.298502595e-015	-9.520198631e-017	-1.082284219e-016	-4.02823427e-016	1.058479943e-015	8.891744842e-016	8.826072651e-017	1.891272761e-015	1.020826672e-015	3.678573133e-016	-6.877083063e-017	2.131566315e-017	1.076522843e-015	-4.92697338e-016	1.411109633e-015	1.320182292e-015	-6.991477892e-017	3.278850007e-016	1.663510528e-015	1.289607158e-015	-2.337067616e-018	-3.591737879e-017	6.813302968e-016	-4.186628416e-016	9.085805649e-016	3.114676043e-016
8.5	7.208271054e-017	1.852744891e-015	1.040323172e-015	2.490499761e-017	1.12731122e-015	-1.046219159e-016	-3.358958614e-016	-4.220852083e-016	1.234099824e-015	1.07031946e-015	1.003234679e-016	1.934618937e-015	7.137395082e-016	1.368299002e-017	1.062835655e-016	2.249277679e-017	8.925163178e-016	-5.864971799e-016	1.312232275e-015	1.281385096e-015	-7.926477068e-017	6.565490739e-016	1.073751379e-015	1.563475547e-015	4.410204566e-016	-1.750331244e-017	3.958050847e-016	-4.738086021e-016	7.309637773e-016	3.462019794e-016
9	7.319132001e-017	1.915584833e-015	8.09557892e-016	-1.771353172e-016	9.935151835e-016	-1.116642939e-016	-5.317028794e-016	-1.664084602e-016	1.389979454e-015	8.179623494e-016	7.925000658e-017	2.002524325e-015	4.522594966e-016	5.05923458e-016	4.628489368e-016	1.232585652e-017	1.008472946e-015	-4.361737625e-016	1.274362302e-015	9.274358013e-016	-7.754993747e-017	5.199223433e-016	6.368291526e-016	9.661649769e-016	5.206727519e-016	-2.638212222e-017	6.657934489e-016	-8.477053704e-016	1.089266452e-015	9.774898718e-017
9.5	9.185108375e-017	1.766582526e-015	8.047899667e-016	-8.55834712e-017	9.75982414e-016	-1.157067042e-016	-8.920527699e-016	-2.844037516e-016	1.282086528e-015	1.203979765e-015	6.219901476e-017	1.671391294e-015	6.979143171e-016	1.211899344e-016	4.516179148e-016	1.850652112e-017	7.824674764e-016	-4.982374869e-016	1.270889177e-015	1.151381914e-015	-6.657985053e-017	2.958588216e-016	1.359367528e-015	9.799062303e-016	5.57168422e-016	-2.70189893e-017	9.733569184e-016	-8.182609072e-016	1.146157972e-015	8.629050034e-017
10	7.727140474e-017	1.75016308e-015	1.038625652e-015	5.41468378e-017	1.034908482e-015	-1.015628708e-016	-7.107254232e-016	-3.497024263e-016	1.113799329e-015	9.643060751e-016	7.973016593e-017	1.51304517e-015	5.647817911e-016	-8.247599601e-017	1.939261642e-016	2.853362458e-017	5.904870295e-016	-4.246146178e-016	1.239998983e-015	7.95591931e-016	-6.437317884e-017	2.223608827e-016	1.255844072e-015	9.562347514e-016	4.80665492e-016	-2.395141499e-017	9.669534465e-016	-8.604397228e-016	5.942849863e-016	3.640872573e-016
